"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","year","LifeExpectancy"
"253","Albania","ALB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",62.272
"254","Arab World","ARB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.44584055
"255","United Arab Emirates","ARE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",50.709
"256","Argentina","ARG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",62.459
"257","Armenia","ARM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",63.24
"258","American Samoa","ASM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"259","Antigua and Barbuda","ATG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.912
"260","Australia","AUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.9
"261","Austria","AUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.47
"262","Azerbaijan","AZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",57.746
"263","Burundi","BDI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",40.004
"264","Belgium","BEL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.56
"265","Benin","BEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",37.239
"266","Burkina Faso","BFA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",33.904
"267","Bangladesh","BGD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.155
"268","Bulgaria","BGR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",68.42
"269","Bahrain","BHR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",50.419
"270","Bahamas, The","BHS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",61.073
"271","Bosnia and Herzegovina","BIH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.305
"272","Belarus","BLR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.519
"273","Belize","BLZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.224
"274","Bermuda","BMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"275","Bolivia","BOL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",41.151
"276","Brazil","BRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",52.867
"277","Barbados","BRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.039
"278","Brunei Darussalam","BRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",61.667
"279","Bhutan","BTN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",32.432
"280","Botswana","BWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",49.133
"281","Central African Republic","CAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",35.344
"282","Canada","CAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",68.39
"283","Central Europe and the Baltics","CEB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.77431041
"284","Switzerland","CHE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",68.84
"285","Channel Islands","CHI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.871
"286","Chile","CHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",55.28
"287","China","CHN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",42.347
"288","Cote d'Ivoire","CIV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",36.566
"289","Cameroon","CMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",40.679
"290","Congo, Rep.","COG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.972
"291","Colombia","COL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",55.577
"292","Comoros","COM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",40.361
"293","Cabo Verde","CPV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.865
"294","Costa Rica","CRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.931
"295","Caribbean small states","CSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",60.9551782
"296","Cuba","CUB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",62.894
"297","Curacao","CUW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"298","Cayman Islands","CYM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"299","Cyprus","CYP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.961
"300","Czech Republic","CZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.62
"301","Germany","DEU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.908
"302","Djibouti","DJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",43.165
"303","Dominica","DMA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"304","Denmark","DNK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",70.57
"305","Dominican Republic","DOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",51.108
"306","Algeria","DZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.883
"307","East Asia & Pacific (developing only)","EAP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",44.36641851
"308","East Asia & Pacific (all income levels)","EAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.83853697
"309","Europe & Central Asia (developing only)","ECA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",58.69615881
"310","Europe & Central Asia (all income levels)","ECS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",64.41920309
"311","Ecuador","ECU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",52.552
"312","Egypt, Arab Rep.","EGY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.325
"313","Euro area","EMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.93788138
"314","Eritrea","ERI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",35.574
"315","Spain","ESP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.1
"316","Estonia","EST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",64.437
"317","Ethiopia","ETH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",37.615
"318","European Union","EUU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.94513698
"319","Fragile and conflict affected situations","FCS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",40.50689924
"320","Finland","FIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.61
"321","Fiji","FJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",54.442
"322","France","FRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.8
"323","Faroe Islands","FRO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"324","Micronesia, Fed. Sts.","FSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",57.449
"325","Gabon","GAB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",38.39
"326","United Kingdom","GBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",68
"327","Georgia","GEO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",60.086
"328","Ghana","GHA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.935
"329","Guinea","GIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",33.966
"330","Gambia, The","GMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",31.131
"331","Guinea-Bissau","GNB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",36.635
"332","Equatorial Guinea","GNQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",35.552
"333","Greece","GRC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.274
"334","Grenada","GRD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",58.43
"335","Greenland","GRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"336","Guatemala","GTM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.382
"337","Guam","GUM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.617
"338","Guyana","GUY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",57.946
"339","High income","HIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.50779242
"340","Hong Kong SAR, China","HKG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",63.994
"341","Honduras","HND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.279
"342","Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",38.75666348
"343","Croatia","HRV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",62.396
"344","Haiti","HTI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",41.382
"345","Hungary","HUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.78
"346","Indonesia","IDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.942
"347","Isle of Man","IMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"348","India","IND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",42.51
"349","Not classified","INX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"350","Ireland","IRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",68.069
"351","Iran, Islamic Rep.","IRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.167
"352","Iraq","IRQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",49.757
"353","Iceland","ISL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",70.84
"354","Israel","ISR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",70.47
"355","Italy","ITA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.17
"356","Jamaica","JAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",63.277
"357","Jordan","JOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",53.152
"358","Japan","JPN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.91
"359","Kazakhstan","KAZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",53.645
"360","Kenya","KEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.073
"361","Kyrgyz Republic","KGZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",52.449
"362","Cambodia","KHM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",39.705
"363","Kiribati","KIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.631
"364","St. Kitts and Nevis","KNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"365","Korea, Rep.","KOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",51.266
"366","Kosovo","KSV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"367","Kuwait","KWT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.958
"368","Latin America & Caribbean (developing only)","LAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",53.19435167
"369","Lao PDR","LAO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",41.869
"370","Lebanon","LBN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",61.865
"371","Liberia","LBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",32.737
"372","Libya","LBY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",43.034
"373","St. Lucia","LCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",54.498
"374","Latin America & Caribbean (all income levels)","LCN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",54.64560407
"375","Least developed countries: UN classification","LDC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",39.57455273
"376","Low income","LIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",38.16685933
"377","Liechtenstein","LIE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"378","Sri Lanka","LKA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",57.719
"379","Lower middle income","LMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.63908545
"380","Low & middle income","LMY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.26444979
"381","Lesotho","LSO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.744
"382","Lithuania","LTU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.81
"383","Luxembourg","LUX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.627
"384","Latvia","LVA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.33
"385","Macao SAR, China","MAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",63.447
"386","St. Martin (French part)","MAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"387","Morocco","MAR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.709
"388","Monaco","MCO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"389","Moldova","MDA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",58.444
"390","Madagascar","MDG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",39.527
"391","Maldives","MDV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",37.773
"392","Middle East & North Africa (all income levels)","MEA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.17335689
"393","Mexico","MEX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",55.662
"394","Marshall Islands","MHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"395","Middle income","MIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.82044764
"396","Macedonia, FYR","MKD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",60.785
"397","Mali","MLI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",27.548
"398","Malta","MLT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",65.651
"399","Myanmar","MMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",40.564
"400","Middle East & North Africa (developing only)","MNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.69447027
"401","Montenegro","MNE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",63.183
"402","Mongolia","MNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",47.118
"403","Northern Mariana Islands","MNP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"404","Mozambique","MOZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",34.137
"405","Mauritania","MRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",43.681
"406","Mauritius","MUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",57.963
"407","Malawi","MWI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",37.444
"408","Malaysia","MYS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",59.25
"409","North America","NAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",67.21876385
"410","Namibia","NAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",45.387
"411","New Caledonia","NCL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",56.6
"412","Niger","NER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",35.625
"413","Nigeria","NGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",36.449
"414","Nicaragua","NIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.352
"415","Netherlands","NLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",71.56
"416","High income: nonOECD","NOC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",61.96581417
"417","Norway","NOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",71.17
"418","Nepal","NPL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",35.407
"419","New Zealand","NZL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",68.4
"420","High income: OECD","OEC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.32993026
"421","OECD members","OED","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",64.96421844
"422","Oman","OMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",42.652
"423","Other small states","OSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",44.09738574
"424","Pakistan","PAK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.052
"425","Panama","PAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",60.358
"426","Peru","PER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",46.97
"427","Philippines","PHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",56.913
"428","Palau","PLW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",NA
"429","Papua New Guinea","PNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",38.1
"430","Poland","POL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",64.9
"431","Puerto Rico","PRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",66.229
"432","Korea, Dem. PeopleÍs Rep.","PRK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",48.708
"433","Portugal","PRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",60.487
"434","Paraguay","PRY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",62.089
"435","Pacific island small states","PSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",52.41489668
"436","French Polynesia","PYF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",55.29
"437","Qatar","QAT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",60.02
"438","Romania","ROU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1961",64.591
